temp_c,pressure_psi,vibration_mm_s,power_watts,cycle_time_s,humidity_pct,label
71.52358539877216,93.22073530219737,1.1744315795231461,534.7688573930325,15.288072630729772,32.66435646042024,0
64.80007946879752,90.01183433319345,1.6837157185146363,409.591864320313,11.955453442731068,47.39453737409148,0
73.75225597903228,106.5101473517516,2.996280323073794,521.3384461108752,12.635036357005797,40.44653562121954,0
74.70282358195607,103.77781622942507,3.146801349620096,489.6613918224053,11.209911770939458,37.293209321876944,0
60.24482405673082,78.9281267858451,3.4650943968531425,506.4891161230922,8.66585417495334,36.57919673391574,0
63.48910246568841,116.84017381845608,4.535444505445967,454.41568618358815,11.72078020306844,58.45744595709297,0
70.63920201583643,98.5870813697375,1.545696688433037,539.027055474825,12.669489813785585,33.56449727676223,0
68.41878703828209,83.33603357176419,3.327919047113201,427.58210810148097,13.352450892805187,39.14443232317964,0
69.91599421247855,117.8317617153081,2.842641944310692,562.081863144937,11.603933603122197,44.144317860575796,0
65.7347803621321,109.38513357394231,1.5986024780215788,479.5374846694909,7.614920317591164,30.01348578222766,0
74.39698987431414,81.03187012078129,4.546334414308999,429.8654661298455,8.91667731083475,57.62859562427174,1
73.88895967714474,126.65774260386587,0.5678687186001657,579.7468411670349,16.104039247526586,32.972957722803116,0
70.33015348780609,109.88196052549289,3.5888050314770523,496.63286735954233,9.814928032455768,50.47411802058517,0
75.63620603484017,99.84705826562431,3.66658119381075,595.3817985221013,14.854098916478417,48.86596431487465,0
72.33754671126023,123.8532820843267,4.585099985680812,561.0678064656671,10.13182652516481,54.271915653142116,0
65.70353768558381,102.38946675744461,2.6410449025216325,460.09271476067823,11.635088180544265,49.541631916864574,0
71.8437539204125,99.57875387343952,1.675949457274305,495.7505099531626,13.250416519199808,53.081622516479385,0
65.205586995855,90.09549825967017,4.1559292823141005,506.0518969831787,10.359611106838253,42.63745826365582,0
74.39225150653637,108.72775658960617,3.876970380978724,576.315159999322,15.184430271518108,44.6611348365487,0
69.75037044506874,107.14904450985969,2.551546510655405,521.8758856683557,12.151456716136822,51.04986306493258,0
69.0756881822737,100.22020209834567,3.8625011406056746,508.81463105482294,12.92170169259934,47.05280163165153,0
66.5953522779803,88.15020469198596,1.412590450178578,490.0060206450846,11.464785983961749,45.3461565080016,0
76.11270669337016,101.94894781249111,2.988581018976993,497.47214820726805,13.317440574034181,36.16675218163648,0
69.227352589656,98.95301821356793,4.33939892846059,565.2296042839163,15.157585479699724,37.743247824191265,0
67.85836088918447,79.99788521898698,1.6581240726209114,500.18526753987373,11.73742812475357,40.7549172317818,0
68.23933224755885,77.92281473013722,2.4693949139106417,480.2501364350913,15.459425581498472,30.278531562705094,0
72.66154592776674,108.47730068214655,4.760119785447158,471.77464171931564,10.776808383241764,42.52090348740711,0
71.82722032182039,60.971675274224665,4.01123802566151,472.3117423081919,13.52819207870342,30.083054272917384,1
72.06366305797994,103.0811579044189,4.446491199619708,429.89520019786175,12.9782286724861,46.9504630776401,0
72.15410501503942,92.82875413369263,1.9877105983631873,462.48123458367604,9.86283585463526,51.12086306917047,0
80.70823800435231,119.62369910319865,4.982875772209338,574.9210137825162,12.427619409274664,46.864458948453795,0
67.96792491807692,92.59797686269187,0.8475714629506836,489.67003697162517,12.014731875700745,50.805599196146275,0
67.43878635464232,109.89226321377843,2.641975857759914,535.220583427805,10.293615647446309,30.000395056686223,0
65.93113635876061,94.04629238143312,2.448439573251622,376.0621741049583,12.716004868388254,31.783259198529286,0
73.07989711287748,101.70622230229215,4.012317734920659,528.4155654482939,12.292579092217036,50.95387322626666,0
75.64486146360446,111.05254796380076,4.552227085323559,491.9323647815443,11.854826105385566,54.08700443870312,0
69.43026271172562,93.06166425513129,3.682582946849493,475.9279988554746,11.86284506188263,51.531047126681834,0
65.79921761518736,114.94832326747606,3.171399557038484,509.04799787105657,11.81997948215276,49.89036727660655,0
65.8775939215438,85.09453184340275,2.194403035157668,475.2087373093986,11.264600757507345,51.2214799143468,0
73.2529639391235,104.41889263837568,2.6005969936710978,393.8062540055822,12.279668190029962,52.18769777388497,0
73.71627085601722,113.8395958418178,2.595571534801627,546.1123970585969,10.71217157527244,51.73132495102708,0
72.71577134152598,109.90056237685502,0.19980552105345056,512.1508780674096,17.31361898294,52.140254330650194,0
66.67245146355653,128.74667315103116,2.5649244436556207,484.3028772626074,9.181333509069368,32.220591222455425,0
71.1608066153336,88.54841024034009,4.294256920853212,451.6907313963781,10.830527845531082,31.898146544838742,0
70.58342904570364,79.31276122977118,3.5754426545970164,426.50712419464327,10.988515790846119,40.83359829688317,1
71.09344298364506,85.0849733725732,3.998972248412524,511.1946353534029,16.080986828649074,45.82790143646387,1
74.35714388974095,109.90663849822656,2.0133764498657527,580.672048011268,9.359730700045002,52.87857161765183,0
71.11797774387341,107.46884401404068,2.691968860873495,510.1583238370519,12.851844595972219,40.04123456373038,0
73.39456781535948,101.53384989471124,0.26406948808579234,430.8619196953587,12.49678813009308,38.253512299009046,0
70.33789534744446,83.15564426339306,1.9766899166297835,511.25583635192015,12.667204609349096,53.44344924355588,0
71.44559699344993,111.5030093999359,2.4246386199739556,497.3328518876636,14.472686325221881,37.48010554361985,0
73.1564411291927,81.6294283352419,1.3505236080355003,543.2021813037115,14.431658719494177,54.6252413044339,1
62.71422090072167,117.3842437356535,0.2530807970541841,530.3366588705863,11.098086346959764,35.314006491601155,0
68.4016439182135,142.86157634709798,3.4829997330168654,350.7088732945038,12.388034898987982,40.7842056861743,0
67.64813672853602,105.49676719857325,2.231929979159332,527.2621102214229,8.271795935695712,42.03226828279171,0
66.80561075878329,108.74662203486615,2.136823146249948,449.8260295247958,12.198186017043858,38.985313419229286,0
68.62428874386659,92.60710346656661,1.3249350947396936,428.91356292756507,10.412021144336162,30.10070741661038,0
77.47470655617198,72.84680018369775,2.735368955090284,490.5763294813218,11.627235148078967,37.065277734637434,1
65.67084442153379,90.95920955454666,2.2463312282265844,520.5485554515005,8.62925627036661,40.12960676636621,0
74.84139177295741,83.60657138351876,2.422523917842546,417.96326948565877,12.80974457343815,39.40874683579988,1
61.58565114192098,78.29493135377477,2.946269607338272,535.2288208528776,8.606862608848784,53.56666489431621,0
68.32557485007112,125.83539912993474,0.13099077147470325,538.16694237658,12.296569213583172,31.42103287609419,0
70.81376532552503,104.0929377703866,4.547709927338271,502.3488098149749,9.5469888139549,41.66846098965722,0
72.93111165679639,105.69531370920976,0.4483282450308982,456.61881848864755,10.300717929728231,31.125463667383237,0
73.55613289896428,95.36466452205626,2.3095312618483734,451.0310997905354,14.309464205090325,57.91942698387028,0
73.96673617599963,97.40693376334845,1.116127088672969,551.2966065790114,13.175835891827244,53.706283110932894,0
68.25637463875782,114.46826023359,2.6665336099123893,424.43886567520474,14.298406275341087,59.46484797714041,0
67.68824103667717,99.51494321957176,1.4731275331059754,553.2235230409589,15.119454265002581,57.30481595088055,0
74.28987940628576,107.96040907037099,4.314031840506759,491.7400420434782,10.45432258572047,39.47438316348253,0
69.04347837559193,97.05993553232476,2.0421631864158596,495.20827501785715,14.997943324881744,50.747502369917406,0
63.62156838331039,94.86770663901929,3.229902223265343,414.59561472933376,9.068988687642197,39.19662262435225,0
64.3335639299826,78.89628751597208,1.319510667924607,492.6641684935707,13.492200669089806,56.64633563788872,0
65.40273856999194,70.33376406449308,0.1950901374206858,530.6792758005688,11.013324570800057,42.32258609902024,0
72.48580372026882,96.07657148400398,2.080357224505053,433.17949560740095,10.139399714721367,41.27662625712696,0
70.71212868035282,100.84745037989849,2.728783798835622,524.9317933625923,13.228939734608884,57.422062327,0
73.45242677033885,80.70804944936813,2.3517810411825764,504.45061268395114,13.889903050338425,55.102208628595626,1
67.86373676831732,99.4828770244805,4.813870382712414,467.81221930838467,13.83053677329309,58.992406600929044,0
70.79269845538357,100.80628844485753,3.5635119518455394,542.7336543245652,12.429719777789584,31.994642567233406,0
73.12795196983669,67.6598799091093,4.978782023064437,389.8871615510722,12.263914602658478,37.3001663411658,1
68.45326730139881,86.27313010780749,1.5457944425384627,517.3340374371854,13.053733171399806,39.02573243601137,0
72.28387618778706,106.10895840603203,3.9663610700750183,580.9717579036646,12.607528151034382,42.73056182864286,0
66.69037029466675,105.80588094093616,2.8222364909784083,571.9971569550331,13.082711679171961,44.19390137845608,0
68.18473076717464,82.69487625400359,3.097625736797647,519.4903360269261,12.407998922221429,38.74417284200214,0
68.09131053000836,102.37672075749603,4.930680682167406,484.9159611934577,13.685567649012727,53.713512694350854,0
64.0208017720548,115.33610838040708,3.304537278780473,468.2098721726185,8.745584386899145,36.697324334551695,0
72.43486240392791,111.65609438486348,4.504202772450898,484.8537103047179,11.737453049827227,50.89551939897339,0
67.65298829898639,98.57071319479098,3.6561761501243106,527.1903623958954,9.232307012308828,55.553049467762925,0
70.06247059363844,92.98035530013561,0.7241919964512753,459.6378097270292,12.55340403520977,48.11094717478759,0
